10/9 20:33:26.282  ---- Startup ----
10/9 20:34:00.971  ---- ClientAvailableHotfixes ----
10/9 20:34:00.986  ---- UserClientHotfixRequest ----
10/9 20:34:00.986  ---- ApplyingHotfixes from Cache ----
10/9 20:34:00.995  	68943 Table CharSectionCondition RecID 8 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 213571 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 213578 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 213579 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 244599 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251087 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251090 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251092 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251093 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251094 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251095 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251096 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251097 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251098 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251099 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251100 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251101 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251102 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251103 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251104 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251105 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251106 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251107 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251108 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251109 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251110 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251111 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251112 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251113 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251114 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251115 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251116 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251117 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251118 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251119 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251120 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251121 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251122 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251123 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251124 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251125 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251126 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251127 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251128 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251129 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251130 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251131 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251132 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251133 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251134 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251135 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251136 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251137 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251138 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251139 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251140 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251141 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251142 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251144 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251145 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251146 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251147 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251148 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251149 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251150 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251151 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251152 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251153 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251154 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251155 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251156 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251157 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251158 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251159 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251160 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251161 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251162 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251163 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251164 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251165 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251166 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251167 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251168 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251169 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251170 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251171 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251172 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251173 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251174 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251175 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251176 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251177 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251178 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251179 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251180 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251181 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251182 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251183 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251184 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251185 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251186 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251187 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251188 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251189 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251190 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251191 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251192 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251193 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251194 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251195 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251196 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251197 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251198 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251199 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251200 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251201 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251202 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251224 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251226 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251227 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251229 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251231 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251233 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251235 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251237 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251239 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251241 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251243 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251245 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251247 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251249 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251251 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251253 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251255 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251257 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251259 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251261 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251263 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251265 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251266 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251267 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251269 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251271 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251273 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251275 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251277 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251279 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251281 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251283 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251285 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251287 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251289 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251291 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251293 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251295 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251297 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251299 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251301 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251303 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251305 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251307 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251309 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251311 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251313 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251315 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251317 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251319 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251321 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251323 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251325 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251327 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251329 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251331 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251333 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251334 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251335 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251337 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251339 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251341 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251343 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251345 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251347 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251350 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251351 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251352 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251353 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251355 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251357 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251358 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251359 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251361 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251363 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251365 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251367 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251369 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251371 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251373 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251375 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251377 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 251966 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252254 VALIDATION_RESULT_DELETE
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252255 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252266 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252267 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252268 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252269 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252270 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252271 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252272 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252273 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252274 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252275 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252276 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252277 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252278 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252279 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252280 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252281 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252282 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252283 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252284 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252285 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252286 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252287 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252288 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252289 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252290 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252291 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252292 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252293 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252294 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252295 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252296 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252297 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252298 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252299 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252300 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252301 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252302 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252303 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252304 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252305 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252306 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252307 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252308 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252309 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252310 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252311 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252312 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252313 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252314 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252315 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252316 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252317 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252318 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252319 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252320 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252321 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252322 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252323 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252324 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252325 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252326 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252327 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252328 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252329 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252330 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252331 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252332 VALIDATION_RESULT_INVALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252333 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252665 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70038 Table ItemXBonusTree RecID 252666 VALIDATION_RESULT_VALID
10/9 20:34:01.007  	70044 Table Spell RecID 100333 VALIDATION_RESULT_VALID
